amount,hour_of_day,is_new_recipient,agent_rolling_avg_amount,deviation_from_role_avg,txns_last_5min,counterparty_risk_tier,agent,is_anomaly,calibrated_score
44486.95,11,0,50753.72,-0.3631,2,1,Treasury Agent,0,11.287175022894214
77091.29,17,0,50753.72,1.5259,0,1,Treasury Agent,0,8.242730438107682
21962.98,13,0,50753.72,-1.668,1,3,Treasury Agent,0,36.527578388470175
42231.8,16,0,50753.72,-0.4937,0,1,Treasury Agent,0,2.493045164678509
46602.99,23,0,50753.72,-0.2405,0,1,Treasury Agent,0,17.057847091181166
77033.31,14,1,50753.72,1.5225,0,1,Treasury Agent,0,25.889558007931367
71327.01,12,0,50753.72,1.1919,1,1,Treasury Agent,0,6.9114431942076004
493866.26,10,0,50753.72,25.672,6,1,Treasury Agent,1,59.33562559777823
980936.25,9,0,50753.72,53.8908,5,2,Treasury Agent,1,68.70210349584309
1809204.65,3,1,50753.72,101.8771,4,2,Treasury Agent,1,76.72500570889764
960817.52,4,1,50753.72,52.7252,7,3,Treasury Agent,1,78.45884245373195
1184468.33,1,0,50753.72,65.6825,6,3,Treasury Agent,1,79.70055091735246
1181523.08,10,1,50753.72,65.5119,4,2,Treasury Agent,1,68.50992137847632
2124453.71,10,0,50753.72,120.1412,6,1,Treasury Agent,1,82.2560396660051
1171678.13,15,1,50753.72,64.9415,7,3,Treasury Agent,1,77.72947949774199
1890907.0,1,0,50753.72,106.6106,4,3,Treasury Agent,1,83.64303512496531
407844.46,13,1,50753.72,20.6883,7,2,Treasury Agent,1,68.70223893618072
1965736.66,2,0,50753.72,110.9459,7,1,Treasury Agent,1,85.24124383482376
1705100.0,1,1,50753.72,95.8457,3,1,Treasury Agent,1,75.57147807685371
1910614.18,0,1,50753.72,107.7523,5,3,Treasury Agent,1,82.7826906654444
1496395.15,16,0,50753.72,83.7542,1,2,Treasury Agent,1,63.098928170559844
1844551.12,2,1,50753.72,103.9249,0,1,Treasury Agent,1,75.69331702928537
1278971.45,14,1,50753.72,71.1576,4,2,Treasury Agent,1,69.60124434879059
1643394.04,9,1,50753.72,92.2707,8,3,Treasury Agent,1,82.84452040609283
479799.5,23,1,50753.72,24.8571,1,3,Treasury Agent,1,68.99438329866034
667642.72,2,0,50753.72,35.7399,4,2,Treasury Agent,1,66.03883970163615
1771772.43,4,1,50753.72,99.7084,2,1,Treasury Agent,1,74.84373866421448
1397795.15,3,1,50753.72,78.0418,2,1,Treasury Agent,1,71.19196371840046
641474.22,1,0,50753.72,34.2238,8,3,Treasury Agent,1,79.35244142103788
2049345.66,4,0,50753.72,115.7898,1,2,Treasury Agent,1,74.19722111032566
2225344.81,1,0,50753.72,125.9864,7,2,Treasury Agent,1,87.12292837462904
1757385.46,3,0,50753.72,98.8749,8,3,Treasury Agent,1,87.11077792651258
1031453.87,9,0,50753.72,56.8175,1,2,Treasury Agent,1,58.96098345614797
2102175.64,1,1,50753.72,118.8506,3,1,Treasury Agent,1,78.63686231110954
483498.32,10,1,50753.72,25.0714,7,3,Treasury Agent,1,72.52074644137971
408435.24,23,1,50753.72,20.7225,0,2,Treasury Agent,1,62.12156167447345
2209740.94,2,1,50753.72,125.0824,1,3,Treasury Agent,1,80.50308803330984
2233803.99,1,1,50753.72,126.4765,5,1,Treasury Agent,1,81.82285330841958
622758.51,13,0,50753.72,33.1395,5,2,Treasury Agent,1,59.922019514974934
2098687.21,12,1,50753.72,118.6484,1,1,Treasury Agent,1,72.89613219022289
1522518.05,1,0,50753.72,85.2677,4,1,Treasury Agent,1,76.61809476530416
1888357.17,23,1,50753.72,106.4628,3,3,Treasury Agent,1,80.66034053704371
2090697.37,23,1,50753.72,118.1855,7,3,Treasury Agent,1,87.2401456721391
543234.97,15,1,50753.72,28.5322,8,2,Treasury Agent,1,71.61029221360751
554718.6,10,1,50753.72,29.1976,8,1,Treasury Agent,1,70.13973743158681
1905529.25,17,0,50753.72,107.4577,1,2,Treasury Agent,1,68.50839305771777
560703.02,4,0,50753.72,29.5443,7,2,Treasury Agent,1,71.4995376697685
1167147.02,15,1,50753.72,64.679,1,3,Treasury Agent,1,68.20553923346043
1989067.71,14,1,50753.72,112.2976,7,3,Treasury Agent,1,83.17179534622548
1144449.1,23,1,50753.72,63.364,2,2,Treasury Agent,1,71.18286310638887
1765677.2,11,1,50753.72,99.3553,3,2,Treasury Agent,1,72.02264574650621
1557518.53,10,1,50753.72,87.2955,6,3,Treasury Agent,1,77.75353636179216
899318.13,13,0,50753.72,49.1622,6,2,Treasury Agent,1,68.08858622032233
1706688.18,16,1,50753.72,95.9377,2,3,Treasury Agent,1,75.06861359753708
544716.27,3,1,50753.72,28.6181,2,1,Treasury Agent,1,61.852125969231665
1854620.58,16,1,50753.72,104.5083,2,2,Treasury Agent,1,72.01860146232872
1732745.07,4,1,50753.72,97.4473,1,3,Treasury Agent,1,75.18321632632595
1401493.74,3,1,50753.72,78.2561,7,2,Treasury Agent,1,78.96052619691132
864263.77,4,1,50753.72,47.1313,0,3,Treasury Agent,1,68.6415898129496
132618.22,15,0,77735.65,1.3298,0,3,Procurement Agent,0,38.619220635492354
22274.45,12,0,77735.65,-1.3438,3,1,Procurement Agent,0,23.743074233777417
70266.75,14,0,77735.65,-0.181,2,1,Procurement Agent,0,13.433157273637708
128666.77,14,0,77735.65,1.234,2,1,Procurement Agent,0,18.30655719151618
69170.64,15,0,77735.65,-0.2075,1,1,Procurement Agent,0,7.52785424847443
10217.26,15,0,77735.65,-1.6359,0,2,Procurement Agent,0,22.18514551299704
30646.03,13,0,77735.65,-1.1409,0,2,Procurement Agent,0,16.397907261790035
100614.6,12,0,77735.65,0.5543,1,2,Procurement Agent,0,19.73497010057963
118010.46,10,0,77735.65,0.9758,2,1,Procurement Agent,0,16.764700438758783
133281.53,10,0,77735.65,1.3458,0,1,Procurement Agent,0,7.365107474247912
28800.92,16,0,77735.65,-1.1857,0,1,Procurement Agent,0,6.428677472649113
67448.76,13,0,77735.65,-0.2492,0,1,Procurement Agent,0,1.4803615981296425
50306.65,14,0,77735.65,-0.6646,0,2,Procurement Agent,0,15.720266337974376
61416.67,16,0,77735.65,-0.3954,0,1,Procurement Agent,0,4.265728536324797
115781.62,15,0,77735.65,0.9218,0,1,Procurement Agent,0,5.475406688390027
87484.01,1,0,77735.65,0.2362,0,2,Procurement Agent,0,31.72765133897886
76130.29,14,0,77735.65,-0.0389,0,2,Procurement Agent,0,14.73223960169725
85298.67,23,0,77735.65,0.1832,0,2,Procurement Agent,0,33.76610467693125
83211.9,22,0,77735.65,0.1327,2,1,Procurement Agent,0,28.113675309951258
73123.67,13,0,77735.65,-0.1117,0,1,Procurement Agent,0,1.0223272226127844
86527.03,13,0,77735.65,0.213,1,2,Procurement Agent,0,18.962085832409915
27665.09,12,0,77735.65,-1.2132,0,1,Procurement Agent,0,3.122070460156834
13081.88,12,1,77735.65,-1.5665,0,1,Procurement Agent,0,26.777928032799704
43191.69,15,0,77735.65,-0.837,0,1,Procurement Agent,0,4.468149965317625
90701.54,12,1,77735.65,0.3142,0,1,Procurement Agent,0,22.118631798883627
59780.67,10,0,77735.65,-0.435,0,1,Procurement Agent,0,2.504104935384499
103090.73,10,0,77735.65,0.6143,2,2,Procurement Agent,0,28.876921660684886
116138.26,14,0,77735.65,0.9305,2,1,Procurement Agent,0,16.759390300696474
46243.44,16,1,77735.65,-0.763,0,1,Procurement Agent,0,26.688057696052546
13906.48,10,0,77735.65,-1.5465,2,1,Procurement Agent,0,18.00646772070452
90617.2,10,0,77735.65,0.3121,0,1,Procurement Agent,0,2.3828660448130257
23588.72,10,0,77735.65,-1.3119,0,1,Procurement Agent,0,4.068032282915446
58129.46,13,1,77735.65,-0.475,1,1,Procurement Agent,0,25.538531625790984
122385.25,15,0,77735.65,1.0818,0,1,Procurement Agent,0,6.6414363391497755
89675.21,14,0,77735.65,0.2893,0,2,Procurement Agent,0,15.208290680933512
115953.13,13,0,77735.65,0.926,0,1,Procurement Agent,0,3.116056247195531
95647.19,0,0,77735.65,0.434,1,2,Procurement Agent,0,39.18736739371407
60183.14,14,0,77735.65,-0.4253,0,1,Procurement Agent,0,2.4557116598655893
67081.49,11,0,77735.65,-0.2581,0,1,Procurement Agent,0,1.249220578607424
148832.1,14,0,77735.65,1.7226,1,1,Procurement Agent,0,15.71925947560967
64729.79,16,0,77735.65,-0.3151,0,1,Procurement Agent,0,4.369844260796041
13185.14,10,0,77735.65,-1.564,0,1,Procurement Agent,0,6.517976509377698
40413.19,16,0,77735.65,-0.9043,1,1,Procurement Agent,0,10.78138322873443
39020.2,11,0,77735.65,-0.938,0,1,Procurement Agent,0,2.5263926343688348
50254.43,13,0,77735.65,-0.6659,3,1,Procurement Agent,0,21.74866094394339
17316.55,14,0,77735.65,-1.4639,0,1,Procurement Agent,0,5.345792335511723
104758.73,10,0,77735.65,0.6548,1,1,Procurement Agent,0,8.7774388221459
130996.29,10,0,77735.65,1.2905,0,1,Procurement Agent,0,6.357184967464702
21598.34,13,0,77735.65,-1.3602,2,1,Procurement Agent,0,15.425874456445888
29617.99,11,0,77735.65,-1.1659,1,1,Procurement Agent,0,6.800025828414702
83070.44,6,1,77735.65,0.1293,0,1,Procurement Agent,0,32.28591050992565
10419.76,14,0,77735.65,-1.631,0,3,Procurement Agent,0,35.64769320368152
100376.33,12,0,77735.65,0.5486,2,1,Procurement Agent,0,13.963119553157544
66258.59,14,0,77735.65,-0.2781,0,1,Procurement Agent,0,2.513856858913688
79640.17,10,1,77735.65,0.0461,0,1,Procurement Agent,0,24.097499698547875
66070.03,10,0,77735.65,-0.2826,0,1,Procurement Agent,0,2.325582089661127
7958.33,12,0,77735.65,-1.6907,2,3,Procurement Agent,0,41.269570352633046
73106.49,13,0,77735.65,-0.1122,0,1,Procurement Agent,0,1.0223272226127844
8224.29,16,0,77735.65,-1.6842,0,1,Procurement Agent,0,11.687863927862075
50894.58,13,0,77735.65,-0.6503,0,1,Procurement Agent,0,1.8183230918419002
87701.26,11,0,77735.65,0.2415,0,1,Procurement Agent,0,1.3361702046782775
51751.1,15,0,77735.65,-0.6296,1,2,Procurement Agent,0,21.10117220247406
19170.22,13,0,77735.65,-1.419,0,1,Procurement Agent,0,4.113436206836607
75812.0,10,0,77735.65,-0.0466,0,2,Procurement Agent,0,14.844340422680347
105175.27,12,0,77735.65,0.6648,0,1,Procurement Agent,0,2.928752666432699
34856.71,15,0,77735.65,-1.0389,2,1,Procurement Agent,0,14.964103695610431
77026.05,15,0,77735.65,-0.0172,0,1,Procurement Agent,0,3.0348697981514072
122661.29,11,0,77735.65,1.0885,0,1,Procurement Agent,0,3.798224684750695
101771.2,13,0,77735.65,0.5824,2,1,Procurement Agent,0,14.062732394366616
29160.95,11,0,77735.65,-1.1769,0,1,Procurement Agent,0,2.8436673392227774
48430.53,10,0,77735.65,-0.71,0,1,Procurement Agent,0,3.1958182963999215
145567.02,13,0,77735.65,1.6435,0,1,Procurement Agent,0,9.923354690861109
34255.0,22,0,77735.65,-1.0535,0,1,Procurement Agent,0,17.444039602493365
97139.41,16,0,77735.65,0.4701,0,1,Procurement Agent,0,5.6241076128912715
146245.55,11,1,77735.65,1.6599,0,1,Procurement Agent,0,28.736583549036933
15921.57,11,0,77735.65,-1.4977,0,1,Procurement Agent,0,4.291228194929486
128298.47,16,0,77735.65,1.2251,1,3,Procurement Agent,0,42.049889080029324
36041.62,16,0,77735.65,-1.0102,0,1,Procurement Agent,0,5.448008200190002
43447.49,12,0,77735.65,-0.8308,1,1,Procurement Agent,0,7.751571290952475
48111.44,14,0,77735.65,-0.7178,0,1,Procurement Agent,0,3.1634995879570194
88160.5,11,0,77735.65,0.2526,0,1,Procurement Agent,0,1.332827958545757
121667.44,11,0,77735.65,1.0644,1,1,Procurement Agent,0,8.977023555297913
95562.98,13,0,77735.65,0.4319,0,2,Procurement Agent,0,14.156601134748437
143901.45,15,0,77735.65,1.6032,0,2,Procurement Agent,0,23.680830814598675
109067.49,1,0,77735.65,0.7591,0,2,Procurement Agent,0,33.0203441796092
88838.02,6,0,77735.65,0.269,0,1,Procurement Agent,0,11.185183056843595
90820.38,16,0,77735.65,0.317,0,1,Procurement Agent,0,4.959583033411485
44637.92,10,0,77735.65,-0.8019,0,3,Procurement Agent,0,31.74253597444575
87132.1,15,0,77735.65,0.2277,2,1,Procurement Agent,0,14.790052992806313
82004.23,13,0,77735.65,0.1034,0,1,Procurement Agent,0,1.4367568559751298
66930.35,10,0,77735.65,-0.2618,3,1,Procurement Agent,0,21.83719240301414
55360.89,11,0,77735.65,-0.5421,0,1,Procurement Agent,0,1.271833718207438
16115.93,13,1,77735.65,-1.493,0,2,Procurement Agent,0,36.979309206670266
124442.15,11,0,77735.65,1.1317,0,1,Procurement Agent,0,4.350657160978166
78172.73,23,1,77735.65,0.0106,0,2,Procurement Agent,0,49.028312036964415
48486.81,10,0,77735.65,-0.7087,0,1,Procurement Agent,0,3.1958182963999215
101201.22,16,0,77735.65,0.5686,1,1,Procurement Agent,0,10.29685334484185
50436.18,15,0,77735.65,-0.6614,0,2,Procurement Agent,0,16.862749638692577
65075.57,14,0,77735.65,-0.3067,0,1,Procurement Agent,0,2.292852210138996
41433.39,13,1,77735.65,-0.8796,0,2,Procurement Agent,0,34.73112022926639
79728.54,14,0,77735.65,0.0483,0,1,Procurement Agent,0,2.3057699655377406
102376.24,12,0,77735.65,0.597,2,1,Procurement Agent,0,14.242511052020124
84396.56,16,0,77735.65,0.1614,0,2,Procurement Agent,0,18.32826778237355
132730.0,11,0,77735.65,1.3325,0,1,Procurement Agent,0,6.378454950822365
96037.37,15,0,77735.65,0.4434,0,1,Procurement Agent,0,3.789982661784619
79852.5,11,0,77735.65,0.0513,0,2,Procurement Agent,0,14.641774944545794
32048.15,15,0,77735.65,-1.107,0,1,Procurement Agent,0,4.472847600831198
77384.53,13,0,77735.65,-0.0085,1,1,Procurement Agent,0,5.203443054165113
100816.9,16,0,77735.65,0.5592,1,1,Procurement Agent,0,10.29685334484185
124466.66,12,0,77735.65,1.1323,0,1,Procurement Agent,0,4.690537674553752
141024.93,15,0,77735.65,1.5335,0,1,Procurement Agent,0,10.852668487722505
43850.71,13,1,77735.65,-0.821,0,1,Procurement Agent,0,22.979973646941264
97499.32,15,0,77735.65,0.4789,0,1,Procurement Agent,0,4.2937355690287005
122295.35,11,0,77735.65,1.0797,0,1,Procurement Agent,0,3.798224684750695
128652.32,11,0,77735.65,1.2337,0,1,Procurement Agent,0,5.419821691973336
136491.19,14,0,77735.65,1.4236,0,1,Procurement Agent,0,8.726597930126722
140522.21,6,0,77735.65,1.5213,0,1,Procurement Agent,0,16.118079496227168
110359.18,23,0,77735.65,0.7904,0,2,Procurement Agent,0,35.28341070385017
13682.84,15,0,77735.65,-1.552,0,1,Procurement Agent,0,7.73676466633243
34093.96,13,1,77735.65,-1.0574,0,1,Procurement Agent,0,24.31453864651061
72060.57,11,0,77735.65,-0.1375,0,1,Procurement Agent,0,1.0789776799581374
39854.22,10,0,77735.65,-0.9178,0,1,Procurement Agent,0,3.739698797656832
113232.86,10,0,77735.65,0.8601,1,1,Procurement Agent,0,9.28601020047678
116001.86,13,0,77735.65,0.9272,1,1,Procurement Agent,0,7.948616643339513
127397.69,14,0,77735.65,1.2033,0,2,Procurement Agent,0,19.672500721651375
64487.74,11,0,77735.65,-0.321,0,1,Procurement Agent,0,0.8668758999416104
129726.96,10,0,77735.65,1.2597,0,1,Procurement Agent,0,6.294673465606671
137114.98,15,0,77735.65,1.4387,0,2,Procurement Agent,0,22.737162487351736
96919.49,16,0,77735.65,0.4648,3,1,Procurement Agent,0,25.904199243847426
127665.21,16,0,77735.65,1.2098,0,1,Procurement Agent,0,9.707858511166956
43705.54,15,0,77735.65,-0.8245,0,3,Procurement Agent,0,33.44113690580301
46621.47,12,0,77735.65,-0.7539,1,1,Procurement Agent,0,6.902432615482057
28284.72,15,0,77735.65,-1.1982,0,1,Procurement Agent,0,4.58365825804683
104593.96,13,0,77735.65,0.6508,1,1,Procurement Agent,0,7.228574325760273
39238.83,10,0,77735.65,-0.9328,0,2,Procurement Agent,0,17.2473151144369
39580.1,15,0,77735.65,-0.9245,0,1,Procurement Agent,0,4.403731867680872
26744.53,13,0,77735.65,-1.2355,0,1,Procurement Agent,0,2.8737666013751606
9017.11,23,0,77735.65,-1.665,0,2,Procurement Agent,0,38.05661391230789
120571.49,12,0,77735.65,1.0379,1,1,Procurement Agent,0,8.582532647010964
50028.38,15,0,77735.65,-0.6713,1,1,Procurement Agent,0,8.404266665401705
75380.44,12,0,77735.65,-0.0571,0,2,Procurement Agent,0,14.212772779752802
148737.5,11,0,77735.65,1.7203,0,1,Procurement Agent,0,9.916210740786068
66192.77,14,0,77735.65,-0.2797,0,1,Procurement Agent,0,2.513856858913688
136320.07,10,0,77735.65,1.4195,0,3,Procurement Agent,0,36.28406999302642
34288.62,11,1,77735.65,-1.0527,0,2,Procurement Agent,0,35.385762900597406
44543.23,11,0,77735.65,-0.8042,0,1,Procurement Agent,0,2.390279210715951
9225.57,11,0,77735.65,-1.66,0,1,Procurement Agent,0,7.248844669191435
119502.13,13,0,77735.65,1.012,0,2,Procurement Agent,0,17.369125694563124
45276.94,12,0,77735.65,-0.7865,0,1,Procurement Agent,0,2.4511385531689633
84852.39,15,0,77735.65,0.1724,0,3,Procurement Agent,0,34.103975038433035
98422.6,16,0,77735.65,0.5012,1,1,Procurement Agent,0,10.496460298278521
11123.69,14,0,77735.65,-1.614,0,1,Procurement Agent,0,8.046818447741789
109758.73,12,0,77735.65,0.7759,0,1,Procurement Agent,0,2.912590069963561
118423.89,1,0,77735.65,0.9858,0,2,Procurement Agent,0,33.15505792642111
13022.45,23,0,77735.65,-1.568,0,1,Procurement Agent,0,23.912645234707774
134993.29,13,0,77735.65,1.3873,0,1,Procurement Agent,0,7.018982644470406
50516.19,14,1,77735.65,-0.6595,2,3,Procurement Agent,0,51.97679957074585
48206.98,14,0,77735.65,-0.7155,1,3,Procurement Agent,0,36.65925738932692
14219.35,16,0,77735.65,-1.539,0,1,Procurement Agent,0,9.321355260013986
143487.83,15,1,77735.65,1.5931,0,1,Procurement Agent,0,30.67512214440764
135032.12,13,1,77735.65,1.3883,1,1,Procurement Agent,0,31.23372218656828
102392.45,15,0,77735.65,0.5974,0,1,Procurement Agent,0,4.517315881702744
133429.31,11,0,77735.65,1.3494,0,3,Procurement Agent,0,34.963912590306045
62549.78,10,0,77735.65,-0.3679,0,1,Procurement Agent,0,2.21687651083341
126772.52,15,0,77735.65,1.1881,2,1,Procurement Agent,0,19.266925995228657
127198.79,13,0,77735.65,1.1985,0,1,Procurement Agent,0,5.359530785410238
39225.97,14,0,77735.65,-0.9331,0,1,Procurement Agent,0,3.758074936475231
87791.14,15,0,77735.65,0.2436,0,1,Procurement Agent,0,3.6404717679162313
77536.04,16,0,77735.65,-0.0048,1,2,Procurement Agent,0,22.68335753673789
22493.18,12,1,77735.65,-1.3385,0,1,Procurement Agent,0,25.653296904855914
101311.48,16,0,77735.65,0.5712,0,1,Procurement Agent,0,5.716856182509488
89160.86,11,0,77735.65,0.2768,0,1,Procurement Agent,0,1.2767514375525368
117391.8,14,0,77735.65,0.9608,0,2,Procurement Agent,0,17.802296550073493
81162.72,10,0,77735.65,0.083,1,1,Procurement Agent,0,6.583955435641531
76985.41,16,0,77735.65,-0.0182,0,1,Procurement Agent,0,4.254365441684982
18086.07,11,1,77735.65,-1.4453,0,1,Procurement Agent,0,25.834580967496112
91974.09,0,0,77735.65,0.345,0,1,Procurement Agent,0,23.667399136555435
117112.68,10,0,77735.65,0.9541,2,1,Procurement Agent,0,16.764700438758783
50444.5,10,1,77735.65,-0.6612,0,1,Procurement Agent,0,25.10160283686169
125688.45,16,0,77735.65,1.1619,0,1,Procurement Agent,0,9.006562160476495
111899.27,12,0,77735.65,0.8278,2,3,Procurement Agent,0,40.62748167075374
121847.03,12,0,77735.65,1.0688,0,1,Procurement Agent,0,4.267223698221068
112874.05,12,0,77735.65,0.8514,0,2,Procurement Agent,0,16.50087462192541
140647.51,16,0,77735.65,1.5243,0,1,Procurement Agent,0,12.655800717685784
36611.22,12,0,77735.65,-0.9964,1,1,Procurement Agent,0,7.2486506882481265
20488.03,15,0,77735.65,-1.3871,0,1,Procurement Agent,0,5.606994875597371
36045.75,15,0,77735.65,-1.0101,1,1,Procurement Agent,0,9.131764768369022
44809.36,10,0,77735.65,-0.7978,1,1,Procurement Agent,0,8.218819635639607
64214.46,13,0,77735.65,-0.3276,0,1,Procurement Agent,0,1.1651695532617912
130120.49,13,0,77735.65,1.2692,1,2,Procurement Agent,0,23.338373354570763
13109.18,12,0,77735.65,-1.5659,1,2,Procurement Agent,0,22.781990976270794
82353.15,16,0,77735.65,0.1119,0,1,Procurement Agent,0,4.4593865049086805
106444.57,12,0,77735.65,0.6956,3,3,Procurement Agent,0,44.75950295228357
21379.4,13,0,77735.65,-1.3655,0,1,Procurement Agent,0,3.6212232703788483
84133.03,11,0,77735.65,0.155,0,1,Procurement Agent,0,1.535085662369362
73853.85,15,1,77735.65,-0.0941,2,1,Procurement Agent,0,33.262849268844604
40720.27,12,0,77735.65,-0.8969,0,1,Procurement Agent,0,3.0122405223067417
45271.4,10,0,77735.65,-0.7866,2,1,Procurement Agent,0,14.283253577026167
118719.62,16,0,77735.65,0.993,1,2,Procurement Agent,0,26.31783835373831
26012.17,14,1,77735.65,-1.2532,0,2,Procurement Agent,0,37.22882740889557
73907.16,15,0,77735.65,-0.0928,0,1,Procurement Agent,0,2.8408274441924175
58322.2,16,0,77735.65,-0.4704,0,1,Procurement Agent,0,4.060507277230996
49684.85,12,0,77735.65,-0.6797,2,1,Procurement Agent,0,13.337397460626722
98582.65,12,0,77735.65,0.5051,0,1,Procurement Agent,0,2.371606739948251
136258.27,12,1,77735.65,1.418,0,2,Procurement Agent,0,37.348629935893804
10047.37,12,0,77735.65,-1.64,1,2,Procurement Agent,0,23.01917128475701
112220.21,15,0,77735.65,0.8355,0,1,Procurement Agent,0,5.060993291871307
120846.49,13,0,77735.65,1.0445,1,1,Procurement Agent,0,8.498115677781737
12927.49,15,0,77735.65,-1.5703,0,1,Procurement Agent,0,7.845582762994829
138031.31,16,0,77735.65,1.4609,0,1,Procurement Agent,0,11.801936849414163
102381.8,15,0,77735.65,0.5972,3,1,Procurement Agent,0,25.062049487883097
41682.52,16,0,77735.65,-0.8735,0,3,Procurement Agent,0,35.14401550862133
60780.08,6,0,77735.65,-0.4108,1,2,Procurement Agent,0,27.70314557332818
97647.61,11,0,77735.65,0.4825,0,2,Procurement Agent,0,15.410120879939749
106589.44,13,0,77735.65,0.6991,0,2,Procurement Agent,0,15.831373324036457
135957.78,11,0,77735.65,1.4107,0,1,Procurement Agent,0,7.442483536740452
104361.01,12,0,77735.65,0.6451,0,1,Procurement Agent,0,2.6466639157034733
82562.05,15,0,77735.65,0.1169,1,1,Procurement Agent,0,7.389785113133329
39275.37,12,0,77735.65,-0.9319,0,2,Procurement Agent,0,16.354171633615355
69148.41,15,0,77735.65,-0.2081,0,1,Procurement Agent,0,3.3275763772636635
6140.59,13,0,77735.65,-1.7347,0,1,Procurement Agent,0,8.923092338778293
144308.46,15,0,77735.65,1.613,0,2,Procurement Agent,0,24.067054780297216
139488.57,16,0,77735.65,1.4962,0,3,Procurement Agent,0,41.445206488126495
138099.37,16,0,77735.65,1.4626,0,1,Procurement Agent,0,11.801936849414163
48628.78,10,0,77735.65,-0.7052,0,1,Procurement Agent,0,3.242573377166258
140766.75,11,0,77735.65,1.5272,0,1,Procurement Agent,0,7.902739506729972
114716.85,13,0,77735.65,0.896,0,1,Procurement Agent,0,3.0172114784745574
48126.32,16,0,77735.65,-0.7174,1,1,Procurement Agent,0,9.801842049309295
129615.43,16,0,77735.65,1.257,0,1,Procurement Agent,0,10.162967822947444
28232.95,10,0,77735.65,-1.1994,0,1,Procurement Agent,0,3.813893467724283
68632.65,14,0,77735.65,-0.2206,0,3,Procurement Agent,0,31.767248839852723
50991.73,15,0,77735.65,-0.648,1,1,Procurement Agent,0,8.362547334178473
122775.93,15,0,77735.65,1.0913,0,1,Procurement Agent,0,6.6414363391497755
98442.28,15,0,77735.65,0.5017,1,1,Procurement Agent,0,9.061120882293917
119451.02,10,0,77735.65,1.0107,1,1,Procurement Agent,0,9.80135364352368
44735.3,10,0,77735.65,-0.7996,0,1,Procurement Agent,0,3.3808477384015045
16613.71,10,0,77735.65,-1.4809,0,1,Procurement Agent,0,5.06754532305822
118021.22,16,0,77735.65,0.9761,0,1,Procurement Agent,0,7.284152948438916
76295.32,10,1,77735.65,-0.0349,0,1,Procurement Agent,0,24.097648960091934
111856.59,12,0,77735.65,0.8267,0,3,Procurement Agent,0,32.335457516916414
139342.1,12,0,77735.65,1.4927,0,3,Procurement Agent,0,36.049374685962995
53244.72,11,0,77735.65,-0.5934,2,1,Procurement Agent,0,13.927134577104583
66243.07,15,0,77735.65,-0.2785,0,1,Procurement Agent,0,3.5009823039393595
138189.2,12,0,77735.65,1.4647,0,1,Procurement Agent,0,7.463831483661421
19557.36,10,0,77735.65,-1.4096,0,1,Procurement Agent,0,4.698812351630655
28249.79,11,0,77735.65,-1.199,0,1,Procurement Agent,0,2.66300205585559
42840.66,14,0,77735.65,-0.8455,0,1,Procurement Agent,0,3.8633617578271884
14623.25,11,0,77735.65,-1.5292,0,1,Procurement Agent,0,4.971929475143966
66026.23,15,0,77735.65,-0.2837,0,1,Procurement Agent,0,3.5153870394201037
110738.58,15,0,77735.65,0.7996,0,1,Procurement Agent,0,5.0971578649739335
84420.52,16,0,77735.65,0.162,0,2,Procurement Agent,0,18.32826778237355
52381.41,16,0,77735.65,-0.6143,0,1,Procurement Agent,0,4.46836842695677
105805.46,0,0,77735.65,0.6801,0,1,Procurement Agent,0,24.92551170239946
115486.44,10,0,77735.65,0.9147,0,1,Procurement Agent,0,4.0741653033609
97999.06,11,0,77735.65,0.491,0,3,Procurement Agent,0,31.214298872890534
31642.25,10,0,77735.65,-1.1168,0,1,Procurement Agent,0,3.511723227058283
69293.72,14,0,77735.65,-0.2045,0,1,Procurement Agent,0,2.479313629717028
97959.33,16,0,77735.65,0.49,0,1,Procurement Agent,0,5.805058743952374
5445.99,6,0,77735.65,-1.7515,0,1,Procurement Agent,0,17.61121851875791
34010.92,16,0,77735.65,-1.0594,0,2,Procurement Agent,0,19.81035384889992
49304.39,11,0,77735.65,-0.6889,0,1,Procurement Agent,0,1.8747304022302513
88492.36,11,0,77735.65,0.2606,1,1,Procurement Agent,0,5.873881283855997
21070.09,12,0,77735.65,-1.373,0,1,Procurement Agent,0,3.782133873129301
41192.52,11,0,77735.65,-0.8854,0,1,Procurement Agent,0,2.696656639286177
108466.77,13,0,77735.65,0.7446,1,2,Procurement Agent,0,20.759628501313088
116303.07,15,0,77735.65,0.9345,2,1,Procurement Agent,0,18.060863923608384
99131.18,10,0,77735.65,0.5184,0,1,Procurement Agent,0,3.029555659119021
23863.48,14,1,77735.65,-1.3053,1,1,Procurement Agent,0,29.52222017845756
91132.34,16,1,77735.65,0.3246,2,1,Procurement Agent,0,35.41173881173607
64495.85,11,0,77735.65,-0.3208,0,3,Procurement Agent,0,30.104104466770575
141215.64,15,0,77735.65,1.5381,0,1,Procurement Agent,0,11.139502553975088
70466.04,10,0,77735.65,-0.1761,1,1,Procurement Agent,0,7.193713492378995
131658.35,15,0,77735.65,1.3065,2,3,Procurement Agent,0,44.619539732189686
24358.92,15,0,77735.65,-1.2933,0,3,Procurement Agent,0,34.696194445485965
30154.46,16,0,77735.65,-1.1529,0,1,Procurement Agent,0,6.680503082644118
90987.96,14,0,77735.65,0.3211,0,1,Procurement Agent,0,2.740926703826263
